Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,QualSF,TotalBath,meanRmsSF
736,75,RM,4.110873864173311,9.287394001418473,NaN,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,Mn,Rec,390,Unf,0,490,GasW,2,N,SBrkr,888,0,0,0,1,2,1,Typ,2,3,Detchd,Unf,2,3,3,N,0,341,0,0,0,NaN,NaN,0,10,2006,WD,Normal,12.001511614739405,9.82752401372909,1.5,5.68923269364147
737,90,RL,4.110873864173311,9.053101595549691,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1950,Gable,CompShg,Stucco,Stone,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,0,GasA,4,N,FuseF,0,0,0,0,0,2,2,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,7,2006,WD,Normal,11.445727410406752,8.045908742270779,2.0,5.160969175396813
738,60,RL,4.290459441148391,9.25569607369698,NaN,IR1,HLS,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,893,GasA,5,Y,SBrkr,900,0,0,0,1,3,1,Typ,1,4,Attchd,Fin,3,3,3,Y,0,116,0,0,0,NaN,NaN,0,6,2006,WD,Normal,12.3879816172226,9.978270296979813,2.5,5.4210879437154595
739,90,RL,4.110873864173311,9.287394001418473,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,1988,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,4,Gd,GLQ,1200,Unf,0,0,GasA,3,Y,SBrkr,0,0,3,0,0,3,1,Typ,0,4,Attchd,Unf,0,3,3,Y,120,0,0,0,0,NaN,NaN,0,3,2009,WD,Alloca,12.095146671399466,9.392745258631441,6.0,5.484796933490655
740,60,RL,4.189654742026425,9.139273923542323,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,864,GasA,5,Y,SBrkr,864,0,0,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,187,56,0,0,0,NaN,NaN,0,4,2009,WD,Normal,12.154784614286667,9.806150319647172,2.5,5.512852543325646
741,70,RM,4.110873864173311,9.169622538697624,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,4,BrkTil,2,No,Unf,0,Unf,0,264,GasA,5,Y,SBrkr,664,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,2,3,4,Y,270,0,112,0,0,GdPrv,NaN,0,5,2007,WD,Abnorml,11.790564777297387,9.0455836463617,2.0,5.325793557832054
742,20,RL,4.189654742026425,8.820108644508608,NaN,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,8,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,CBlock,3,Mn,GLQ,832,Unf,0,80,GasA,4,Y,SBrkr,0,0,1,1,0,3,1,Typ,0,4,Detchd,Unf,1,3,3,Y,168,0,0,0,0,GdPrv,NaN,0,5,2008,WD,Normal,11.863589378812122,9.300638009956963,2.5,5.211669559822364
743,20,RL,4.189654742026425,9.042040056544483,NaN,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,PConc,3,No,Unf,0,Unf,0,1349,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,Unf,2,3,3,Y,120,55,0,0,0,GdPrv,NaN,0,12,2007,WD,Normal,12.095146671399466,9.846229133695847,2.0,5.419797264085746
744,80,RL,4.2626798770413155,9.46397433028839,NaN,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1999,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,Av,ALQ,444,Unf,0,76,GasA,5,Y,SBrkr,0,0,0,1,0,3,1,Min2,1,3,Attchd,RFn,2,3,3,Y,302,0,0,0,100,NaN,NaN,0,10,2009,WD,Normal,12.07254696717504,9.202409001649903,2.5,5.501258210544727
745,120,RL,3.7376696182833684,8.593413217327646,NaN,IR1,HLS,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,3,No,GLQ,733,Unf,0,604,GasA,4,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,3,Attchd,RFn,2,3,3,Y,96,0,70,168,0,NaN,NaN,0,10,2008,WD,Normal,12.100717685412471,9.970819044696412,3.0,5.592478405097527
746,60,RL,4.248495242049359,9.100971834920818,NaN,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,9,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,4,CBlock,4,No,GLQ,575,ALQ,80,487,GasA,5,Y,SBrkr,1540,0,0,1,1,4,1,Typ,2,3,BuiltIn,Fin,2,3,3,Y,0,204,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.61087420020211,10.337118907970643,4.0,5.512695339458108
747,60,RL,4.248495242049359,9.082052351674651,NaN,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,GLQ,300,Unf,0,652,GasA,5,Y,SBrkr,1276,0,0,0,1,4,1,Typ,1,3,BuiltIn,Fin,2,3,3,Y,224,54,0,0,0,NaN,NaN,0,4,2009,WD,Normal,12.371591321286905,10.019357648578541,2.5,5.645446897643238
748,70,RM,4.189654742026425,9.367429587218957,Pave,IR1,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,3,Stone,2,No,Unf,0,Unf,0,1240,GasW,3,N,SBrkr,1320,0,0,0,1,4,1,Typ,1,4,Detchd,Unf,4,3,3,N,181,0,386,0,0,NaN,NaN,0,5,2009,WD,Normal,12.491176396967154,10.209537399846088,1.5,5.802118375377063
749,20,RL,4.0943445622221,9.268043082104471,NaN,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,5,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,3,PConc,3,No,GLQ,919,Unf,0,801,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,3,Attchd,Fin,2,3,3,Y,240,56,154,0,0,NaN,NaN,0,3,2010,WD,Normal,12.469978029554953,10.089178426799686,3.0,5.508230929091365
750,50,RL,3.9318256327243257,9.036701015565063,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,Slab,3,No,Unf,0,Unf,0,0,Wall,3,N,FuseF,441,0,0,0,0,4,1,Mod,0,4,Detchd,Unf,1,3,3,N,92,0,185,0,0,NaN,NaN,0,4,2009,WD,Normal,11.49273296168228,8.718827059242566,2.0,5.14101357272937
751,50,RM,4.02535169073515,9.082620630373812,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,No,Unf,0,Unf,0,576,GasA,4,Y,SBrkr,348,0,0,0,0,3,1,Min2,0,4,Attchd,Unf,0,3,3,N,0,160,0,0,0,NaN,NaN,0,6,2010,WD,Normal,11.477308649967686,8.834191318202071,1.0,5.098994968074058
752,60,RL,4.248495242049359,8.955577146281511,NaN,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,660,GasA,5,Y,SBrkr,660,0,0,0,1,3,1,Typ,0,4,Attchd,Fin,2,3,3,Y,0,48,0,0,0,NaN,NaN,0,8,2007,WD,Normal,11.995357787034976,9.536834420213353,2.5,5.3981627015177525
753,20,RL,4.382026634673881,9.13097243659261,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,3,Gd,GLQ,1200,Unf,0,279,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,168,27,0,0,0,NaN,NaN,0,7,2006,WD,Normal,12.28765724080691,9.789142350751268,3.0,5.521460917862246
754,60,RL,4.394449154672439,9.234154550075438,NaN,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,3,PConc,3,Mn,Unf,0,Unf,0,1030,GasA,4,Y,SBrkr,1060,0,0,0,1,3,1,Typ,1,4,Attchd,RFn,3,3,3,Y,192,52,0,0,0,NaN,NaN,0,3,2006,WD,Normal,12.526346537332584,10.127630604183421,2.5,5.573104151014085
755,20,RL,4.127134385045092,8.97853441008332,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,2005,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,No,GLQ,439,LwQ,472,115,GasA,4,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Detchd,RFn,2,3,3,Y,171,48,0,0,0,NaN,NaN,0,7,2009,WD,Normal,11.957617696467539,9.418410893792872,2.0,5.32884657158286
756,160,FV,3.5553480614894135,8.080546965824498,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,PConc,3,No,GLQ,381,Unf,0,348,GasA,4,Y,SBrkr,729,0,0,0,1,3,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,24,0,0,0,NaN,NaN,0,3,2009,WD,Normal,12.058158312538197,9.488047863280759,2.5,5.506008813303325
757,60,RL,4.23410650459726,9.284519770150434,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,Av,GLQ,20,Unf,0,846,GasA,5,Y,SBrkr,902,0,0,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,144,105,0,0,0,NaN,NaN,0,4,2009,WD,Normal,12.264346270624157,9.955747879197213,2.5,5.535645552854203
758,60,RL,4.248495242049359,9.360224821513475,NaN,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,CBlock,3,Mn,Rec,438,Unf,0,234,GasA,3,Y,SBrkr,714,0,0,0,1,3,1,Typ,1,3,Attchd,Fin,2,3,3,Y,335,0,0,0,0,GdPrv,NaN,0,4,2010,WD,Abnorml,11.97603664577121,9.421330367117822,2.5,5.44673737166631
759,160,FV,3.2188758248682006,7.732369222284388,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,PConc,3,No,ALQ,549,Unf,0,195,GasA,4,Y,SBrkr,744,0,0,0,1,3,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,8,2008,WD,Normal,12.097378802727306,9.662434580678351,2.5,5.52611672939844
760,60,RL,4.189654742026425,9.413934064045677,NaN,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,3,PConc,3,Av,LwQ,56,ALQ,64,1198,GasA,5,Y,SBrkr,1203,0,0,0,1,4,1,Typ,1,3,Attchd,RFn,3,3,3,Y,222,98,0,0,0,NaN,NaN,0,11,2007,WD,Normal,12.577639650232573,10.335042670404032,2.5,5.6426947826763625
761,20,RL,4.2626798770413155,9.116139576577355,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,No,Rec,612,Unf,0,252,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,1,5,5,Y,0,0,0,0,0,NaN,Shed,450,10,2009,WD,Normal,11.755879486687116,9.246575864558277,1.0,5.157905212831292
762,30,RM,4.110873864173311,8.841014310483892,NaN,Reg,Lvl,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,Mn,LwQ,405,Unf,0,740,GasA,3,Y,SBrkr,0,0,0,0,0,2,1,Min1,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,10,2009,WD,Normal,11.51293546492023,9.411728991487363,1.0,5.565286397402276
763,60,FV,4.290459441148391,9.0642735958414,NaN,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,Mn,GLQ,24,Unf,0,732,GasA,5,Y,SBrkr,783,0,0,0,1,3,1,Typ,0,4,Attchd,Unf,2,3,3,Y,169,45,0,0,0,NaN,NaN,0,6,2010,Con,Normal,12.279327754099118,9.687940077843546,2.5,5.402677381872279
764,60,RL,4.418840607796598,9.151757414543885,NaN,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,3,PConc,3,Mn,GLQ,1163,Unf,0,89,GasA,5,Y,SBrkr,1097,0,1,0,1,3,1,Typ,1,4,Attchd,RFn,3,3,3,Y,0,128,0,0,180,NaN,NaN,0,7,2009,WD,Normal,12.727841176689147,10.272876332061601,3.5,5.692468714755927
765,120,RL,3.4339872044851463,9.164296433474776,NaN,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,5,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,PConc,4,Av,LwQ,437,GLQ,1057,0,GasA,5,Y,SBrkr,0,0,1,0,1,2,1,Typ,1,4,Attchd,Fin,2,3,3,Y,0,30,0,0,216,NaN,NaN,0,4,2006,WD,Normal,12.506180941677357,10.081842921060204,2.5,5.521460917862246
766,20,RL,4.330733340286331,9.58795455192857,NaN,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,3,PConc,3,No,Unf,0,Unf,0,1498,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,4,Attchd,Fin,2,3,3,Y,0,174,0,0,0,NaN,NaN,0,8,2008,New,Partial,12.484208043148733,10.204961577256293,2.0,5.529429087511423
767,60,RL,4.394449154672439,9.25167423546916,NaN,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,CBlock,3,No,GLQ,394,Unf,0,586,GasA,3,Y,SBrkr,734,0,0,0,1,3,1,Typ,1,3,Attchd,Unf,2,3,3,Y,228,66,156,0,0,MnPrv,Shed,500,3,2010,WD,Normal,12.188422799337028,9.844745532512365,2.5,5.504750647156226
768,50,RL,4.330733340286331,9.434203664214742,NaN,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,Mn,ALQ,660,Unf,0,323,GasA,5,Y,SBrkr,767,0,1,0,0,4,1,Mod,0,4,Attchd,Unf,1,3,3,Y,245,0,156,0,0,NaN,Shed,1300,7,2008,WD,Normal,11.982935344196433,9.704975636343447,3.0,5.5254529391317835
769,20,RL,4.2626798770413155,9.116139576577355,NaN,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,GLQ,24,Unf,0,1836,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,4,Attchd,Fin,2,3,3,Y,120,33,0,0,0,NaN,NaN,0,10,2006,WD,Normal,12.28690580994122,10.160955232894292,2.0,5.440250862436703
770,60,RL,3.871201010907891,10.887530386461101,NaN,IR2,HLS,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,5,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,3,PConc,3,Gd,ALQ,1416,Unf,0,234,GasA,5,Y,SBrkr,1589,0,1,0,1,4,1,Mod,1,4,BuiltIn,Fin,3,3,3,Y,503,36,0,0,210,NaN,NaN,0,6,2010,WD,Normal,13.195615697878253,10.582358308177264,4.5,5.614040099155339
771,85,RL,4.248495242049359,8.889170455363413,NaN,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,Av,GLQ,685,Unf,0,173,GasA,3,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Detchd,Unf,2,3,3,Y,120,0,0,0,0,NaN,NaN,0,4,2009,WD,Normal,11.812296455066814,9.057305735807121,2.0,5.150976778649327
772,20,RL,4.219507705176107,9.09133158539398,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,No,LwQ,836,Unf,0,0,GasA,3,Y,FuseF,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,4,2006,COD,Normal,11.532737896139919,9.014933575633572,1.0,5.319752647268102
773,80,RL,4.553876891600541,8.964439833539357,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,5,1976,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,Av,ALQ,422,BLQ,127,480,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,3,Detchd,Unf,2,3,3,Y,144,0,0,0,0,MnPrv,NaN,0,3,2010,WD,Abnorml,11.580593459194764,9.463198053273784,2.0,5.231999485510388
774,20,RL,4.2626798770413155,9.225327501784431,NaN,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,CBlock,3,No,Rec,456,Unf,0,456,GasA,5,Y,FuseA,0,0,0,0,0,2,1,Typ,0,4,Attchd,RFn,1,3,3,Y,0,0,0,0,0,NaN,NaN,0,7,2007,COD,Normal,11.648338835562747,9.118334726180159,1.0,5.211669559822364
775,20,RL,4.709530201312334,9.562896846651167,NaN,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,3,PConc,3,Av,Unf,0,Unf,0,1935,GasA,4,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,4,Attchd,Fin,3,3,3,Y,315,45,0,0,0,NaN,NaN,0,7,2007,New,Partial,12.886643575525625,10.350254540001398,2.0,5.394637137553714
776,120,RM,3.4965075614664802,8.412054873292933,NaN,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,5,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,PConc,3,No,GLQ,866,Unf,0,338,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Attchd,Fin,2,3,3,Y,0,247,0,0,0,NaN,NaN,0,6,2009,WD,Normal,11.995357787034976,9.57838048699361,3.0,5.488110938180692
777,20,RL,4.465908118654584,9.324650718153594,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,3,PConc,3,Av,GLQ,20,Unf,0,1594,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,RFn,3,3,3,Y,144,59,0,0,0,NaN,NaN,0,7,2006,New,Partial,12.308182383129823,10.025572433086365,2.0,5.444888372680363
778,20,RL,4.61512051684126,9.499346567390095,NaN,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,3,CBlock,3,No,ALQ,762,Unf,0,102,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,2,Attchd,Unf,2,3,3,Y,241,0,0,0,0,MnPrv,NaN,0,6,2006,WD,Normal,11.86710429621008,9.081483749851179,2.0,5.19184512203752
779,90,RH,4.110873864173311,9.036106025364846,NaN,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,3,Slab,3,No,Unf,0,Unf,0,0,GasA,3,Y,SBrkr,0,0,0,0,0,4,2,Typ,2,3,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,10,2007,WD,Normal,11.87757552297847,9.220389707829185,2.0,5.313205979041787
780,90,RL,4.3694478524670215,9.262078567380597,NaN,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,5,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,CBlock,3,Gd,GLQ,975,Unf,0,0,GasA,3,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Attchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,5,2006,WD,Normal,11.813037464800539,9.382190628902842,2.0,5.529429087511423
781,20,RL,4.1588830833596715,8.971575439759016,NaN,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,PConc,4,No,Unf,0,Unf,0,1237,GasA,4,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,3,Attchd,Fin,2,3,3,Y,220,21,0,0,0,NaN,NaN,0,6,2007,WD,Normal,12.07824495582233,9.766005509214866,2.0,5.346313564816292
782,60,RL,4.189654742026425,8.875426919818963,NaN,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,3,No,ALQ,387,Unf,0,374,GasA,5,Y,SBrkr,793,0,0,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,124,0,0,0,NaN,NaN,0,7,2006,WD,Normal,12.077676615757813,9.559940347242952,2.5,5.438079308923196
783,20,RL,4.219507705176107,9.698061122027077,NaN,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,1413,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,33,0,0,0,NaN,NaN,0,6,2009,WD,Normal,12.139403856983334,9.898575508175107,2.0,5.477857280380115
784,85,RL,4.248495242049359,9.116249448576587,NaN,IR1,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,4,PConc,3,Av,GLQ,1097,Unf,0,0,GasA,5,Y,SBrkr,0,0,1,0,0,1,1,Typ,1,3,Attchd,Fin,2,3,3,Y,303,30,0,0,0,NaN,NaN,0,7,2009,WD,Normal,12.016732516077072,9.308917935337176,2.0,5.629418059367339
785,75,RM,3.58351893845611,8.748463629942055,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,742,GasA,5,Y,SBrkr,742,0,0,0,0,3,1,Typ,1,4,Attchd,Unf,0,3,3,Y,0,291,134,0,0,NaN,NaN,0,6,2008,WD,Normal,11.759793355371237,9.499795870977106,2.0,5.111318220202971
786,20,RL,4.248495242049359,9.189218875354072,NaN,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,No,Rec,251,LwQ,630,491,GasA,3,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,4,Attchd,Unf,2,3,3,Y,0,0,0,0,197,NaN,NaN,0,9,2009,WD,Normal,11.992266613576142,9.697999717710333,2.0,5.261208707152442
787,50,RM,4.110873864173311,9.287394001418473,NaN,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,3,No,LwQ,686,Unf,0,0,GasA,3,Y,SBrkr,686,0,1,0,0,4,1,Typ,0,4,Detchd,Unf,1,3,3,Y,0,0,196,0,0,NaN,Shed,1200,6,2010,WD,Normal,11.842236406331555,9.366574594006819,3.0,5.4680601411351315
788,60,RL,4.343805421853684,9.224539091375995,NaN,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,GLQ,656,Unf,0,300,GasA,5,Y,SBrkr,1128,0,1,0,1,4,1,Typ,0,4,BuiltIn,RFn,2,3,3,Y,0,45,0,0,0,NaN,NaN,0,1,2010,WD,Normal,12.358798024384122,9.965569934832672,3.5,5.566434283504978
789,20,RM,3.9318256327243257,8.699681400989514,NaN,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,901,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,1,2,3,Y,0,0,0,0,0,NaN,NaN,0,8,2008,WD,Normal,11.588969419043872,8.883085524404578,1.0,5.421640582580036
790,60,RL,4.248495242049359,9.40968291310444,NaN,IR1,Low,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,8,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,CBlock,2,Gd,LwQ,568,Unf,0,264,GasA,4,Y,SBrkr,1111,0,0,0,1,5,1,Typ,0,4,Attchd,Fin,2,3,3,Y,133,168,0,0,0,NaN,NaN,0,7,2007,WD,Normal,12.141539457711714,9.770812935631588,2.5,5.450561468104714
